subcategory,rank_in_subcategory,percentile_in_subcategory,Source title,tier,Publisher,SJR,impact_index,cluster_raw
Economics,281,49.27536231884058,Social Enterprise Journal,D: Acceptable,Emerald Publishing,0.732,1.0439174968429916,1
Economics,282,49.09420289855072,Journal of Real Estate Finance and Economics,D: Acceptable,Springer Nature,0.729,1.0354988073523221,1
Economics,283,48.91304347826087,Journal of Cultural Heritage,D: Acceptable,Elsevier,0.726,1.0270801178616529,1
Economics,284,48.73188405797102,Quarterly Review of Economics and Finance,D: Acceptable,Elsevier,0.725,1.02427388803143,1
Economics,285,48.550724637681164,Journal of Social Entrepreneurship,D: Acceptable,Taylor & Francis,0.718,1.0046302792198682,1
Economics,286,48.36956521739131,ACM Transactions on Economics and Computation,D: Acceptable,Association for Computing Machinery,0.708,0.9765679809176371,1
Economics,287,48.18840579710145,Equilibrium. Quarterly Journal of Economics and Economic Policy,D: Acceptable,Instytut Badan Gospodarczych/Institute of Economic Research (Poland),0.707,0.973761751087414,1
Economics,288,48.007246376811594,ClinicoEconomics and Outcomes Research,D: Acceptable,Dove Medical Press,0.706,0.970955521257191,1
Economics,289,47.82608695652174,Forecasting,D: Acceptable,Multidisciplinary Digital Publishing Institute (MDPI),0.705,0.9681492914269679,1
Economics,290,47.64492753623188,North American Actuarial Journal,D: Acceptable,Taylor & Francis,0.703,0.9625368317665216,1
Economics,290,47.64492753623188,Journal of African Economies,D: Acceptable,Oxford University Press,0.703,0.9625368317665216,1
Economics,291,47.46376811594203,Journal of Financial Services Research,D: Acceptable,Springer Nature,0.702,0.9597306019362986,1
Economics,292,47.28260869565217,Journal of Forecasting,D: Acceptable,John Wiley & Sons,0.701,0.9569243721060754,1
Economics,292,47.28260869565217,Journal of Asia Business Studies,D: Acceptable,Emerald Publishing,0.701,0.9569243721060754,1
Economics,293,47.10144927536232,Japanese Economic Review,D: Acceptable,John Wiley & Sons,0.7,0.9541181422758523,1
Economics,294,46.92028985507246,Quantitative Finance,D: Acceptable,Taylor & Francis,0.695,0.9400869931247369,1
Economics,294,46.92028985507246,Japan and the World Economy,D: Acceptable,Elsevier,0.695,0.9400869931247369,1
Economics,295,46.7391304347826,Tijdschrift Voor Economische en Sociale Geografie,D: Acceptable,John Wiley & Sons,0.685,0.9120246948225061,1
Economics,295,46.7391304347826,Land Economics,D: Acceptable,University of Wisconsin Press,0.685,0.9120246948225061,1
Economics,296,46.55797101449275,Journal of Financial Reporting and Accounting,D: Acceptable,Emerald Publishing,0.683,0.9064122351620599,1
Economics,297,46.37681159420289,She Ji,D: Acceptable,Tongji University Press,0.681,0.9007997755016138,1
Economics,297,46.37681159420289,Review of Evolutionary Political Economy,D: Acceptable,Springer Nature,0.681,0.9007997755016138,1
Economics,298,46.19565217391305,International Review of Finance,D: Acceptable,John Wiley & Sons,0.677,0.8895748561807214,1
Economics,299,46.014492753623195,Qualitative Research in Organizations and Management,D: Acceptable,Emerald Publishing,0.675,0.8839623965202752,1
Economics,300,45.833333333333336,International Journal of Health Economics and Management,D: Acceptable,Springer Nature,0.667,0.8615125578784905,1
Economics,300,45.833333333333336,Journal of Business Economics,D: Acceptable,Springer Nature,0.667,0.8615125578784905,1
Economics,301,45.652173913043484,IZA Journal of Development and Migration,C: Preferred,Laborwide,0.665,0.8559000982180441,1
Economics,301,45.652173913043484,World Development Perspectives,D: Acceptable,Elsevier,0.665,0.8559000982180441,1
Economics,302,45.471014492753625,Journal of Asian Business and Economic Studies,D: Acceptable,Emerald Publishing,0.664,0.8530938683878211,1
Economics,302,45.471014492753625,International Relations of the Asia-Pacific,D: Acceptable,Oxford University Press,0.664,0.8530938683878211,1
Economics,303,45.289855072463766,Asian Journal of Technology Innovation,D: Acceptable,Taylor & Francis,0.663,0.850287638557598,1
Economics,303,45.289855072463766,Water Resources and Economics,C: Preferred,Elsevier,0.663,0.850287638557598,1
Economics,304,45.108695652173914,Annals of Public and Cooperative Economics,D: Acceptable,John Wiley & Sons,0.66,0.8418689490669288,1
Economics,305,44.927536231884055,Journal of International Trade and Economic Development,D: Acceptable,Taylor & Francis,0.658,0.8362564894064826,1
Economics,306,44.7463768115942,Journal of Competitiveness,D: Acceptable,Tomas Bata University in Zlín,0.657,0.8334502595762594,1
Economics,306,44.7463768115942,Journal of Current Chinese Affairs,D: Acceptable,SAGE,0.657,0.8334502595762594,1
Economics,307,44.565217391304344,South Asian Journal of Business Studies,D: Acceptable,Emerald Publishing,0.656,0.8306440297460363,1
Economics,308,44.38405797101449,Journal of Evolutionary Economics,D: Acceptable,Springer Nature,0.654,0.8250315700855902,1
Economics,309,44.20289855072463,Agribusiness,D: Acceptable,John Wiley & Sons,0.648,0.8081941911042516,1
Economics,310,44.02173913043478,Entrepreneurial Business and Economics Review,D: Acceptable,Cracow University of Economics,0.646,0.8025817314438053,1
Economics,311,43.84057971014492,Review of Black Political Economy,D: Acceptable,Springer Nature,0.644,0.7969692717833592,1
Economics,312,43.65942028985508,Journal of Behavioral and Experimental Economics,C: Preferred,Elsevier,0.643,0.7941630419531361,1
Economics,313,43.47826086956522,"Financial Markets, Institutions and Instruments",D: Acceptable,John Wiley & Sons,0.642,0.791356812122913,1
Economics,314,43.29710144927537,Journal of Government and Economics,D: Acceptable,Elsevier,0.641,0.7885505822926899,1
Economics,315,43.11594202898551,Journal of Futures Markets,D: Acceptable,John Wiley & Sons,0.632,0.763294513820682,1
Economics,316,42.934782608695656,"Journal of Accounting, Auditing and Finance",D: Acceptable,SAGE,0.631,0.7604882839904589,1
Economics,316,42.934782608695656,Global Policy,D: Acceptable,John Wiley & Sons,0.631,0.7604882839904589,1
Economics,317,42.7536231884058,Climate Change Economics,D: Acceptable,World Scientific,0.628,0.7520695944997896,1
Economics,317,42.7536231884058,Canadian Journal of Agricultural Economics,D: Acceptable,John Wiley & Sons,0.628,0.7520695944997896,1
Economics,318,42.572463768115945,Value in Health Regional Issues,D: Acceptable,Elsevier,0.626,0.7464571348393434,1
Economics,319,42.391304347826086,Foresight,D: Acceptable,Emerald Publishing,0.625,0.7436509050091202,1
Economics,319,42.391304347826086,Fiscal Studies,C: Preferred,John Wiley & Sons,0.625,0.7436509050091202,1
Economics,320,42.210144927536234,Rivista di Storia Economica,D: Acceptable,Societa Editrice Il Mulino,0.624,0.7408446751788972,1
Economics,321,42.028985507246375,Journal of Productivity Analysis,D: Acceptable,Springer Nature,0.623,0.7380384453486741,1
Economics,322,41.847826086956516,IMA Journal of Management Mathematics,D: Acceptable,Oxford University Press,0.622,0.7352322155184511,1
Economics,323,41.666666666666664,European Journal of Social Security,D: Acceptable,SAGE,0.621,0.7324259856882279,1
Economics,324,41.485507246376805,Small Enterprise Research,D: Acceptable,Taylor & Francis,0.62,0.7296197558580049,1
Economics,325,41.30434782608695,Journal of Agribusiness in Developing and Emerging Economies,D: Acceptable,Emerald Publishing,0.618,0.7240072961975587,1
Economics,325,41.30434782608695,Journal of Public Economic Theory,D: Acceptable,John Wiley & Sons,0.618,0.7240072961975587,1
Economics,326,41.12318840579711,Journal of Human Capital,D: Acceptable,University of Chicago Press,0.617,0.7212010663673355,1
Economics,327,40.94202898550725,Applied Economics,D: Acceptable,Taylor & Francis,0.616,0.7183948365371124,1
Economics,328,40.7608695652174,Journal of Enterprising Communities,D: Acceptable,Emerald Publishing,0.613,0.7099761470464432,1
Economics,328,40.7608695652174,International Review on Public and Nonprofit Marketing,D: Acceptable,Springer Nature,0.613,0.7099761470464432,1
Economics,329,40.57971014492754,Journal of Entrepreneurship,D: Acceptable,SAGE,0.609,0.6987512277255508,1
Economics,330,40.39855072463768,Social Marketing Quarterly,D: Acceptable,SAGE,0.608,0.6959449978953276,1
Economics,331,40.21739130434783,Forum Scientiae Oeconomia,D: Acceptable,WSB University,0.607,0.6931387680651045,1
Economics,332,40.03623188405797,ZFW - Advances in Economic Geography,D: Acceptable,Walter de Gruyter,0.606,0.6903325382348815,1
Economics,333,39.85507246376812,Managerial Auditing Journal,D: Acceptable,Emerald Publishing,0.605,0.6875263084046583,1
Economics,334,39.67391304347826,Intereconomics,D: Acceptable,Walter de Gruyter,0.604,0.6847200785744353,1
Economics,335,39.492753623188406,International Tax and Public Finance,D: Acceptable,Springer Nature,0.602,0.6791076189139891,1
Economics,336,39.31159420289855,Contemporary Economic Policy,D: Acceptable,John Wiley & Sons,0.599,0.6706889294233197,1
Economics,337,39.13043478260869,Portuguese Economic Journal,D: Acceptable,Springer Nature,0.598,0.6678826995930967,1
Economics,337,39.13043478260869,Journal of Consumer Policy,D: Acceptable,Springer Nature,0.598,0.6678826995930967,1
Economics,338,38.949275362318836,China Economic Quarterly International,D: Acceptable,KeAi Communications Co.,0.597,0.6650764697628736,1
Economics,338,38.949275362318836,Geneva Papers on Risk and Insurance: Issues and Practice,D: Acceptable,Springer Nature,0.597,0.6650764697628736,1
Economics,339,38.76811594202898,Journal of Shipping and Trade,D: Acceptable,Springer Nature,0.595,0.6594640101024274,1
Economics,340,38.58695652173913,Environmental Economics and Policy Studies,D: Acceptable,Springer Nature,0.592,0.6510453206117581,1
Economics,340,38.58695652173913,Journal of Business Economics and Management,D: Acceptable,Vilnius Gediminas Technical University,0.592,0.6510453206117581,1
Economics,341,38.40579710144928,AStA Advances in Statistical Analysis,D: Acceptable,Springer Nature,0.59,0.6454328609513119,1
Economics,341,38.40579710144928,International Journal of Disclosure and Governance,D: Acceptable,Springer Nature,0.59,0.6454328609513119,1
Economics,342,38.22463768115942,Journal of Environmental Economics and Policy,D: Acceptable,Taylor & Francis,0.586,0.6342079416304195,1
Economics,342,38.22463768115942,Europe-Asia Studies,D: Acceptable,Taylor & Francis,0.586,0.6342079416304195,1
Economics,343,38.04347826086957,New Perspectives on Turkey,D: Acceptable,Cambridge University Press,0.583,0.6257892521397501,1
Economics,344,37.86231884057971,PSU Research Review,D: Acceptable,Emerald Publishing,0.581,0.620176792479304,1
Economics,344,37.86231884057971,Journal of Economic Education,D: Acceptable,Taylor & Francis,0.581,0.620176792479304,1
Economics,345,37.68115942028986,Bio-based and Applied Economics,D: Acceptable,Firenze University Press,0.58,0.617370562649081,1
Economics,346,37.5,Journal of Advanced Transportation,D: Acceptable,John Wiley & Sons,0.579,0.6145643328188578,1
Economics,347,37.31884057971014,Empirica,D: Acceptable,Springer Nature,0.576,0.6061456433281885,1
Economics,348,37.13768115942029,Capital and Class,D: Acceptable,SAGE,0.574,0.6005331836677423,1
Economics,349,36.95652173913043,International Journal of Auditing,D: Acceptable,John Wiley & Sons,0.573,0.5977269538375192,1
Economics,350,36.77536231884058,Qualitative Research in Financial Markets,D: Acceptable,Emerald Publishing,0.571,0.5921144941770731,1
Economics,351,36.59420289855072,Economic and Labour Relations Review,D: Acceptable,Cambridge University Press,0.57,0.5893082643468499,1
Economics,352,36.41304347826087,Resources Science,D: Acceptable,Editorial Department of Resources Science,0.568,0.5836958046864038,1
Economics,353,36.23188405797102,Dynamic Games and Applications,D: Acceptable,Springer Nature,0.558,0.5556335063841731,1
Economics,354,36.050724637681164,World Trade Review,D: Acceptable,Cambridge University Press,0.554,0.5444085870632807,1
Economics,355,35.86956521739131,Frontiers in Energy Research,D: Acceptable,Frontiers Media S.A.,0.553,0.5416023572330576,1
Economics,356,35.68840579710145,Journal of Social Ontology,D: Acceptable,University of Vienna,0.549,0.5303774379121652,1
Economics,357,35.507246376811594,Agricultural Finance Review,D: Acceptable,Emerald Publishing,0.545,0.5191525185912728,1
Economics,357,35.507246376811594,Journal for Labour Market Research,D: Acceptable,Springer Nature,0.545,0.5191525185912728,1
Economics,358,35.32608695652174,Journal of Historical Political Economy,D: Acceptable,Now Publishers Inc,0.544,0.5163462887610497,1
Economics,359,35.14492753623188,Central Bank Review,D: Acceptable,Elsevier,0.543,0.5135400589308267,1
Economics,360,34.96376811594203,Cogent Economics and Finance,D: Acceptable,Taylor & Francis,0.539,0.5023151396099342,1
Economics,361,34.78260869565217,Journal of Applied Economics,D: Acceptable,Taylor & Francis,0.537,0.496702679949488,1
Economics,362,34.60144927536232,Energy Research Letters,D: Acceptable,Asia-Pacific Applied Economics Association,0.536,0.493896450119265,1
Economics,363,34.42028985507246,Computational Economics,D: Acceptable,Springer Nature,0.535,0.4910902202890418,1
Economics,364,34.2391304347826,Asian Journal of Business Ethics,C: Preferred,Springer Nature,0.532,0.4826715307983725,1
Economics,364,34.2391304347826,Social Choice and Welfare,D: Acceptable,Springer Nature,0.532,0.4826715307983725,1
Economics,365,34.05797101449275,Chinese Economy,D: Acceptable,Taylor & Francis,0.531,0.47986530096814944,1
Economics,366,33.87681159420289,Journal of Economic and Administrative Sciences,D: Acceptable,Emerald Publishing,0.53,0.47705907113792634,1
Economics,367,33.69565217391305,European Company and Financial Law Review,D: Acceptable,Walter de Gruyter,0.529,0.4742528413077032,1
Economics,368,33.514492753623195,Journal of Property Investment and Finance,D: Acceptable,Emerald Publishing,0.524,0.46022169215658776,1
Economics,368,33.514492753623195,Schmalenbach Journal of Business Research,D: Acceptable,Springer Nature,0.524,0.46022169215658776,1
Economics,368,33.514492753623195,Journal of Pension Economics and Finance,D: Acceptable,Cambridge University Press,0.524,0.46022169215658776,1
Economics,369,33.333333333333336,Economies,D: Acceptable,Multidisciplinary Digital Publishing Institute (MDPI),0.523,0.4574154623263647,1
Economics,370,33.152173913043484,"Accounting, Economics and Law: A Convivium",D: Acceptable,Walter de Gruyter,0.52,0.4489967728356954,1
Economics,370,33.152173913043484,Journal of Econometric Methods,D: Acceptable,Walter de Gruyter,0.52,0.4489967728356954,1
Economics,371,32.971014492753625,Journal of Economic Studies,D: Acceptable,Emerald Publishing,0.519,0.44619054300547223,1
Economics,372,32.789855072463766,Journal of Financial Counseling and Planning,D: Acceptable,Springer Publishing Company,0.518,0.4433843131752492,1
Economics,373,32.608695652173914,International Journal of Sociology and Social Policy,D: Acceptable,Emerald Publishing,0.517,0.4405780833450261,1
Economics,374,32.427536231884055,Review of Political Economy,D: Acceptable,Taylor & Francis,0.516,0.4377718535148029,1
Economics,375,32.2463768115942,Review of World Economics,D: Acceptable,Springer Nature,0.515,0.43496562368457986,1
Economics,376,32.065217391304344,Review of Regional Research,D: Acceptable,Springer Nature,0.51,0.4209344745334644,1
Economics,376,32.065217391304344,International Economics and Economic Policy,D: Acceptable,Springer Nature,0.51,0.4209344745334644,1
Economics,377,31.88405797101449,Energy Systems,D: Acceptable,Springer Nature,0.509,0.4181282447032413,1
Economics,378,31.702898550724633,Journal of Money Laundering Control,D: Acceptable,Emerald Publishing,0.501,0.3956784060614565,1
Economics,379,31.521739130434778,Journal of Demographic Economics,D: Acceptable,Cambridge University Press,0.499,0.3900659464010103,1
Economics,380,31.340579710144922,Quantitative Finance and Economics,D: Acceptable,American Institute of Mathematical Sciences,0.498,0.3872597165707872,1
Economics,380,31.340579710144922,International Review of Applied Economics,D: Acceptable,Taylor & Francis,0.498,0.3872597165707872,1
Economics,381,31.159420289855078,Comparative Economic Studies,D: Acceptable,Springer Nature,0.495,0.3788410270801179,1
Economics,382,30.978260869565222,International Journal of Social Economics,D: Acceptable,Emerald Publishing,0.49,0.36480987792900244,1
Economics,383,30.797101449275367,Local Economy,D: Acceptable,SAGE,0.489,0.36200364809877933,1
Economics,383,30.797101449275367,International Journal of Ethics and Systems,D: Acceptable,Emerald Publishing,0.489,0.36200364809877933,1
Economics,384,30.61594202898551,Journal of the History of Economic Thought,D: Acceptable,Cambridge University Press,0.487,0.3563911884383331,1
Economics,384,30.61594202898551,Italian Economic Journal,D: Acceptable,Springer Nature,0.487,0.3563911884383331,1
Economics,384,30.61594202898551,FinTech,D: Acceptable,Multidisciplinary Digital Publishing Institute (MDPI),0.487,0.3563911884383331,1
Economics,384,30.61594202898551,Economic Anthropology,D: Acceptable,John Wiley & Sons,0.487,0.3563911884383331,1
Economics,385,30.434782608695656,Eurasian Economic Review,D: Acceptable,Springer Nature,0.486,0.35358495860811,1
Economics,386,30.253623188405797,History of Political Economy,D: Acceptable,Duke University Press,0.484,0.3479724989476638,1
Economics,387,30.07246376811594,Journal of Risk and Financial Management,D: Acceptable,Multidisciplinary Digital Publishing Institute (MDPI),0.48,0.33674757962677143,1
Economics,387,30.07246376811594,Journal of Competition Law and Economics,D: Acceptable,Oxford University Press,0.48,0.33674757962677143,1
Economics,388,29.891304347826086,Journal of Economic Structures,D: Acceptable,Springer Nature,0.479,0.3339413497965483,1
Economics,388,29.891304347826086,Open Economies Review,D: Acceptable,Springer Nature,0.479,0.3339413497965483,1
Economics,389,29.71014492753623,Theory and Decision,D: Acceptable,Springer Nature,0.478,0.3311351199663252,1
Economics,389,29.71014492753623,Smart Grids and Sustainable Energy,D: Acceptable,Springer Nature,0.478,0.3311351199663252,1
Economics,390,29.528985507246375,Nonprofit Policy Forum,D: Acceptable,Walter de Gruyter,0.472,0.31429774098498664,1
Economics,391,29.34782608695652,Australian Economic Papers,D: Acceptable,John Wiley & Sons,0.471,0.31149151115476353,1
Economics,391,29.34782608695652,Post-Communist Economies,D: Acceptable,Taylor & Francis,0.471,0.31149151115476353,1
Economics,391,29.34782608695652,Journal of Banking Regulation,D: Acceptable,Springer Nature,0.471,0.31149151115476353,1
Economics,392,29.166666666666664,Agrekon,D: Acceptable,Taylor & Francis,0.47,0.3086852813245405,1
Economics,393,28.985507246376805,Journal of Economics and Finance,D: Acceptable,Springer Nature,0.469,0.3058790514943174,1
Economics,394,28.80434782608695,Economics and Sociology,D: Acceptable,Centre of Sociological Research,0.468,0.30307282166409444,1
Economics,394,28.80434782608695,Frontiers in Blockchain,D: Acceptable,Frontiers Media S.A.,0.468,0.30307282166409444,1
Economics,394,28.80434782608695,International Journal of the Economics of Business,D: Acceptable,Taylor & Francis,0.468,0.30307282166409444,1
Economics,395,28.623188405797105,SERIEs,D: Acceptable,Springer Nature,0.464,0.291847902343202,1
Economics,395,28.623188405797105,"Journal of Economics, Race, and Policy",D: Acceptable,Springer Nature,0.464,0.291847902343202,1
Economics,396,28.44202898550725,Journal of Agricultural and Resource Economics,D: Acceptable,Colorado State University,0.459,0.27781675319208654,1
Economics,397,28.260869565217394,Studies in Economics and Finance,D: Acceptable,Emerald Publishing,0.457,0.27220429353164033,1
Economics,398,28.07971014492754,Foreign Trade Review,D: Acceptable,SAGE,0.455,0.2665918338711942,1
Economics,398,28.07971014492754,Developing Economies,D: Acceptable,John Wiley & Sons,0.455,0.2665918338711942,1
Economics,398,28.07971014492754,South African Journal of Economics,D: Acceptable,John Wiley & Sons,0.455,0.2665918338711942,1
Economics,399,27.898550724637683,Journal of Financial Crime,D: Acceptable,Emerald Publishing,0.453,0.26097937421074796,1
Economics,400,27.717391304347828,Jahrbucher fur Nationalokonomie und Statistik,D: Acceptable,Walter de Gruyter,0.451,0.25536691455030175,1
Economics,401,27.536231884057973,Journal of Agricultural and Applied Economics,D: Acceptable,Cambridge University Press,0.45,0.25256068472007864,1
Economics,401,27.536231884057973,"CIRIEC-Espana Revista de Economia Publica, Social y Cooperativa",D: Acceptable,CIRIEC,0.45,0.25256068472007864,1
Economics,402,27.355072463768117,Tourism and Hospitality,D: Acceptable,Multidisciplinary Digital Publishing Institute (MDPI),0.449,0.24975445488985554,1
Economics,403,27.173913043478258,Journal of Real Estate Research,D: Acceptable,Taylor & Francis,0.447,0.24414199522940935,1
Economics,403,27.173913043478258,Asia-Pacific Journal of Accounting and Economics,D: Acceptable,Taylor & Francis,0.447,0.24414199522940935,1
Economics,404,26.992753623188403,Economics of Transition and Institutional Change,D: Acceptable,John Wiley & Sons,0.446,0.24133576539918625,1
Economics,405,26.811594202898547,Business and Professional Communication Quarterly,D: Acceptable,SAGE,0.445,0.23852953556896317,1
Economics,406,26.630434782608692,"Journal of Economics, Finance and Administrative Science",D: Acceptable,ESAN University,0.444,0.23572330573874006,1
Economics,407,26.449275362318836,Contemporary Economics,D: Acceptable,VIZJA University,0.443,0.23291707590851699,1
Economics,407,26.449275362318836,Agricultural Economics (Czech Republic),D: Acceptable,Czech Academy of Agricultural Sciences,0.443,0.23291707590851699,1
Economics,407,26.449275362318836,Evidence-based HRM,D: Acceptable,Emerald Publishing,0.443,0.23291707590851699,1
Economics,408,26.26811594202898,Latin American Research Review,D: Acceptable,Cambridge University Press,0.442,0.23011084607829388,1
Economics,409,26.086956521739136,Development Engineering,D: Acceptable,Elsevier,0.44,0.2244983864178477,1
Economics,409,26.086956521739136,GAIA - Ecological Perspectives for Science and Society,D: Acceptable,Oekom - Gesellschaft fuer Oekologische Kommunikation mbH,0.44,0.2244983864178477,1
Economics,410,25.90579710144928,ECONOMICS - Innovative and Economics Research Journal,D: Acceptable,Walter de Gruyter,0.438,0.21888592675740146,1
Economics,411,25.72463768115942,New England Journal of Entrepreneurship,D: Acceptable,Emerald Publishing,0.437,0.21607969692717838,1
Economics,411,25.72463768115942,Review of Radical Political Economics,D: Acceptable,SAGE,0.437,0.21607969692717838,1
Economics,412,25.543478260869566,"Peace Economics, Peace Science and Public Policy",D: Acceptable,Walter de Gruyter,0.436,0.21327346709695527,1
Economics,412,25.543478260869566,Agricultural and Resource Economics Review,D: Acceptable,Cambridge University Press,0.436,0.21327346709695527,1
Economics,413,25.36231884057971,South Asia Research,D: Acceptable,SAGE,0.435,0.2104672372667322,1
Economics,413,25.36231884057971,Transnational Corporations Review,D: Acceptable,Elsevier,0.435,0.2104672372667322,1
Economics,414,25.181159420289855,Applied Economic Analysis,D: Acceptable,Emerald Publishing,0.433,0.20485477760628598,1
Economics,414,25.181159420289855,Engineering Economics,D: Acceptable,Kauno Technologijos Universitetas,0.433,0.20485477760628598,1
Economics,415,25,Journal of Central Banking Theory and Practice,D: Acceptable,Walter de Gruyter,0.432,0.2020485477760629,1
Economics,416,24.818840579710145,Journal of European Tort Law,D: Acceptable,Walter de Gruyter,0.431,0.1992423179458398,1
Economics,417,24.63768115942029,Review of Social Economy,D: Acceptable,Taylor & Francis,0.428,0.1908236284551705,1
Economics,418,24.456521739130434,Review of Financial Economics,D: Acceptable,John Wiley & Sons,0.427,0.1880173986249474,1
Economics,419,24.27536231884058,Journal of Innovation Economics and Management,D: Acceptable,De Boeck,0.425,0.18240493896450122,1
Economics,420,24.09420289855072,International Journal of Housing Markets and Analysis,D: Acceptable,Emerald Publishing,0.423,0.176792479304055,1
Economics,420,24.09420289855072,International Journal of Development Issues,D: Acceptable,Emerald Publishing,0.423,0.176792479304055,1
Economics,421,23.913043478260864,Ekonomika,D: Acceptable,Vilnius University Press,0.42,0.16837378981338572,1
Economics,422,23.73188405797102,Journal of International Studies,D: Acceptable,Centre of Sociological Research,0.417,0.15995510032271643,1
Economics,423,23.550724637681164,Journal of East Asian Studies,D: Acceptable,Cambridge University Press,0.416,0.15714887049249332,1
Economics,424,23.369565217391308,Asia-Pacific Journal of Regional Science,D: Acceptable,Springer Nature,0.412,0.14592395117160095,1
Economics,425,23.188405797101453,European Journal of the History of Economic Thought,D: Acceptable,Taylor & Francis,0.411,0.14311772134137785,1
Economics,425,23.188405797101453,Review of Austrian Economics,D: Acceptable,Springer Nature,0.411,0.14311772134137785,1
Economics,426,23.007246376811597,Journal of Financial Management of Property and Construction,D: Acceptable,Emerald Publishing,0.409,0.13750526168093163,1
Economics,426,23.007246376811597,International Journal of Political Economy,D: Acceptable,Taylor & Francis,0.409,0.13750526168093163,1
Economics,427,22.826086956521742,Review of Economics and Political Science,D: Acceptable,Emerald Publishing,0.406,0.1290865721902625,1
Economics,427,22.826086956521742,Materia Socio-Medica,D: Acceptable,Academy of Medical Sciences in Bosnia and Herzegovina,0.406,0.1290865721902625,1
Economics,428,22.644927536231883,De Economist,D: Acceptable,Springer Nature,0.405,0.1262803423600394,1
Economics,429,22.463768115942027,Triple Helix,D: Acceptable,Brill,0.404,0.1234741125298163,1
Economics,429,22.463768115942027,Economic History of Developing Regions,D: Acceptable,Taylor & Francis,0.404,0.1234741125298163,1
Economics,430,22.282608695652172,Operations Research Forum,D: Acceptable,Springer Nature,0.403,0.1206678826995932,1
Economics,431,22.101449275362317,Regional Statistics,D: Acceptable,Hungarian Central Statistical Office,0.4,0.11224919320892392,1
Economics,432,21.92028985507246,Amfiteatru Economic,D: Acceptable,Bucharest University of Economic Studies Publishing House,0.399,0.10944296337870082,1
Economics,433,21.739130434782606,Antitrust Bulletin,D: Acceptable,SAGE,0.398,0.10663673354847772,1
Economics,434,21.55797101449275,Risks,D: Acceptable,Multidisciplinary Digital Publishing Institute (MDPI),0.397,0.10383050371825463,1
Economics,435,21.376811594202895,Journal of Participation and Employee Ownership,D: Acceptable,Emerald Publishing,0.393,0.09260558439736223,1
Economics,436,21.19565217391305,Revista de Historia Economica - Journal of Iberian and Latin American Economic History,D: Acceptable,Cambridge University Press,0.391,0.08699312473691603,1
Economics,437,21.014492753623195,Baltic Region,D: Acceptable,Immanuel Kant Baltic Federal University,0.39,0.08418689490669294,1
Economics,438,20.833333333333336,Journal of World Investment and Trade,D: Acceptable,Brill,0.389,0.08138066507646984,1
Economics,439,20.65217391304348,Millennial Asia,D: Acceptable,SAGE,0.388,0.07857443524624674,1
Economics,439,20.65217391304348,Journal of Social and Economic Development,D: Acceptable,Springer Nature,0.388,0.07857443524624674,1
Economics,439,20.65217391304348,Economic and Political Studies,D: Acceptable,Taylor & Francis,0.388,0.07857443524624674,1
Economics,440,20.471014492753625,International Economic Journal,D: Acceptable,Taylor & Francis,0.387,0.07576820541602365,1
Economics,441,20.28985507246377,Journal of Economic Integration,D: Acceptable,Sejong University,0.384,0.06734951592535435,1
Economics,441,20.28985507246377,B.E. Journal of Economic Analysis and Policy,D: Acceptable,Walter de Gruyter,0.384,0.06734951592535435,1
Economics,441,20.28985507246377,Applied Economics Letters,D: Acceptable,Taylor & Francis,0.384,0.06734951592535435,1
Economics,442,20.108695652173914,Asia and the Pacific Policy Studies,D: Acceptable,John Wiley & Sons,0.383,0.06454328609513126,1
Economics,443,19.92753623188406,Global Economic Review,D: Acceptable,Taylor & Francis,0.382,0.06173705626490815,1
Economics,443,19.92753623188406,Singapore Economic Review,D: Acceptable,World Scientific,0.382,0.06173705626490815,1
Economics,443,19.92753623188406,Latin American Journal of Central Banking,D: Acceptable,Elsevier,0.382,0.06173705626490815,1
Economics,444,19.746376811594203,American Journal of Economics and Sociology,D: Acceptable,John Wiley & Sons,0.381,0.05893082643468506,1
Economics,445,19.565217391304344,Journal of International Logistics and Trade,D: Acceptable,Emerald Publishing,0.379,0.05331836677423886,1
Economics,446,19.38405797101449,Asia and the Global Economy,D: Acceptable,Elsevier,0.378,0.05051213694401576,1
Economics,447,19.202898550724633,Estudios Fronterizos,D: Acceptable,Universidad Autonoma de Baja California,0.377,0.04770590711379267,1
Economics,447,19.202898550724633,European Journal of Law and Economics,D: Acceptable,Springer Nature,0.377,0.04770590711379267,1
Economics,448,19.021739130434778,International Journal of Green Economics,D: Acceptable,Inderscience Publishers,0.376,0.04489967728356957,1
Economics,448,19.021739130434778,Baltic Journal of Economics,D: Acceptable,Taylor & Francis,0.376,0.04489967728356957,1
Economics,448,19.021739130434778,Constitutional Political Economy,D: Acceptable,Springer Nature,0.376,0.04489967728356957,1
Economics,449,18.840579710144922,OPEC Energy Review,D: Acceptable,John Wiley & Sons,0.375,0.04209344745334647,1
Economics,450,18.659420289855078,Scottish Journal of Political Economy,D: Acceptable,John Wiley & Sons,0.374,0.03928721762312337,1
Economics,451,18.478260869565222,Entrepreneurship Education,D: Acceptable,Springer Nature,0.372,0.033674757962677174,1
Economics,452,18.297101449275367,Studies in Agricultural Economics,C: Preferred,NAIK Research Institute of Agricultural Economics,0.37,0.02806229830223098,1
Economics,453,18.11594202898551,Decisions in Economics and Finance,D: Acceptable,Springer Nature,0.369,0.02525606847200788,1
